YEAR;WEEK;START_DATE;MID_DATE;END_DATE;N_DEATH;T_MIN_WMEAN;T_MEAN_WMEAN;T_MAX_WMEAN;HMDX_MIN_WMEAN;HMDX_MEAN_WMEAN;HMDX_MAX_WMEAN;TDEW_MEAN_WMEAN;WDCHL_MEAN_WMEAN;RELH_MEAN_WMEAN;PRES_MEAN_WMEAN;WDSPD_MEAN_WMEAN;PRCIP_SUM_WSUM;VISB_MEAN_WMEAN
2016;13;2016-03-27;2016-03-30;2016-04-02;350;0,86;6,02;10,99;;;;0,61;;70,96;100,2;13,73;54,47;26,34
2016;14;2016-04-03;2016-04-06;2016-04-09;372;-5,77;-2,53;1,1;;;;-9,17;-10,91;63,57;100,63;14,93;52,8;26,04
2016;15;2016-04-10;2016-04-13;2016-04-16;350;-0,99;4,08;8,46;;;;-4,54;;57,69;102,05;11,75;17,77;33,27
2016;16;2016-04-17;2016-04-20;2016-04-23;350;3,9;10,05;15,73;;;;-1,19;;51,18;101,49;11,49;17,6;34,52
2016;17;2016-04-24;2016-04-27;2016-04-30;355;-0,2;4,96;9,59;;;;-9,94;;34,71;101,28;11,42;0;37,21
2016;18;2016-05-01;2016-05-04;2016-05-07;358;6,47;10,9;14,94;;;;4,21;;66,95;100,69;11,6;8,73;26,62
2016;19;2016-05-08;2016-05-11;2016-05-14;334;7,22;13,17;18,77;;;;2,64;;52,76;100,72;12,91;11,77;32,78
2016;20;2016-05-15;2016-05-18;2016-05-21;324;6,36;11,79;16,77;;;;2,98;;57,6;101,03;13,1;0,6;34,67
2016;21;2016-05-22;2016-05-25;2016-05-28;328;13,82;20,7;27,13;;;;9;;51,03;100,91;9,52;2,4;29,62
2016;22;2016-05-29;2016-06-01;2016-06-04;330;16,32;20,8;25,41;26,5;29,42;33;13,32;;64,21;100,93;11,94;5,47;32,84
2016;23;2016-06-05;2016-06-08;2016-06-11;288;11,99;15,12;18,16;;;;10,05;;72,61;99,9;14,58;41,2;30,86
2016;24;2016-06-12;2016-06-15;2016-06-18;331;12,1;18,48;24,45;;;;8,86;;57,33;100,62;11,77;1,83;37,01
2016;25;2016-06-19;2016-06-22;2016-06-25;345;16,35;21,85;26,76;25;30,92;35;10,79;;51,77;100,82;12,14;5,53;36,95
2016;26;2016-06-26;2016-06-29;2016-07-02;321;17;21,66;26,12;27;30,49;35,25;15,15;;69,16;100,67;11,05;19,47;30,58
2016;27;2016-07-03;2016-07-06;2016-07-09;297;16,75;21,44;25,9;;;;14,46;;67,18;100,45;12,67;17,7;29,24
2016;28;2016-07-10;2016-07-13;2016-07-16;311;17,36;22,29;26,75;28,08;34,02;39,67;16,77;;72,74;100,71;11,36;14,53;30,26
2016;29;2016-07-17;2016-07-20;2016-07-23;341;18,05;22,66;27,41;27,5;32,97;37;15,21;;64,51;100,86;12,84;34,33;32,94
2016;30;2016-07-24;2016-07-27;2016-07-30;325;17,89;22,44;26,51;26;29,76;33,17;15,74;;67,28;100,73;10,11;3,3;33,03
2016;31;2016-07-31;2016-08-03;2016-08-06;286;18,79;24,24;29,29;26,5;32,67;37,75;15,72;;61,31;100,98;11,32;0,77;34,62
2016;32;2016-08-07;2016-08-10;2016-08-13;327;18,05;22,76;27,5;27,12;33,4;38;15,52;;66,3;100,87;12,11;28,7;30,26
2016;33;2016-08-14;2016-08-17;2016-08-20;312;17,25;21,94;26,46;25;28,62;32;16,71;;73,89;100,9;11,8;95,97;31,7
2016;34;2016-08-21;2016-08-24;2016-08-27;288;18,12;22;25,82;26,44;30,49;34,14;16,07;;70,3;101,03;13,93;21;33,51
2016;35;2016-08-28;2016-08-31;2016-09-03;312;16,12;20,01;23,92;;;;14,46;;71,34;101,25;10,81;7,37;33,29
2016;36;2016-09-04;2016-09-07;2016-09-10;310;16,68;21,97;26,76;27,54;30,83;34,08;16,77;;74,43;101,05;7,34;10,23;33,38
2016;37;2016-09-11;2016-09-14;2016-09-17;309;11,43;17,18;22,09;;;;10,8;;67,75;101,35;11,12;6,23;34,85
2016;38;2016-09-18;2016-09-21;2016-09-24;306;13,5;18,07;22,79;26,33;28,74;32,33;12,11;;70,06;101,24;10,69;4,67;31,93
2016;39;2016-09-25;2016-09-28;2016-10-01;321;9,06;13,5;18,16;;;;7,44;;69,06;101,79;12,46;2,07;32,44
2016;40;2016-10-02;2016-10-05;2016-10-08;356;10,03;14,79;19,62;;;;10,68;;78,39;101,6;7,98;16,97;24,71
2016;41;2016-10-09;2016-10-12;2016-10-15;330;4,44;9,7;14,47;;;;3,49;;67,23;101,87;10,3;6;32,72
2016;42;2016-10-16;2016-10-19;2016-10-22;334;7,94;11,66;15,18;;;;8,79;;83,92;100,46;12,64;100,37;20,99
2016;43;2016-10-23;2016-10-26;2016-10-29;324;1,94;4,15;6,46;;;;-0,12;;75,44;101,2;15,32;36,33;24,21
2016;44;2016-10-30;2016-11-02;2016-11-05;362;3,51;6,27;9,04;;;;2,84;;79,35;101,37;8,99;11,07;26,32
2016;45;2016-11-06;2016-11-09;2016-11-12;342;-0,11;5,51;10,87;;;;-0,07;;68,64;101,17;13,13;2;31,88
2016;46;2016-11-13;2016-11-16;2016-11-19;337;4;6,86;10,22;;;;3,79;;82,22;100,77;11,91;3,17;21,28
2016;47;2016-11-20;2016-11-23;2016-11-26;356;-1,21;0,01;1,49;;;;-1,46;-7,46;89,99;100,75;13,27;25,43;14,85
2016;48;2016-11-27;2016-11-30;2016-12-03;362;0,6;2,21;4,18;;;;-0,02;-3,98;85,54;100,59;13,93;35,2;19,48
2016;49;2016-12-04;2016-12-07;2016-12-10;318;-4,62;-2,25;-0,32;;;;-6,02;-9,41;76,32;101,17;11,1;9,1;21,81
2016;50;2016-12-11;2016-12-14;2016-12-17;345;-12,97;-8,89;-5,27;;;;-12,49;-15,37;76,32;101,04;12,01;17,93;18,68
2016;51;2016-12-18;2016-12-21;2016-12-24;370;-7,71;-3,91;-1,44;;;;-6,82;-16,05;80,67;101,52;11,73;12,65;21,79
2016;52;2016-12-25;2016-12-28;2016-12-31;405;-8,72;-4,4;0,4;;;;-8,03;-11,79;77,01;100,9;14,64;37,3;23,03
2017;1;2017-01-01;2017-01-04;2017-01-07;441;-9,87;-6,09;-2,83;;;;-8,78;-13,42;81,91;100,95;11,14;25,57;21,57
2017;2;2017-01-08;2017-01-11;2017-01-14;401;-11,24;-6,63;-2,03;;;;-10,85;-18,83;72,96;101,9;14,33;17,33;23,93
2017;3;2017-01-15;2017-01-18;2017-01-21;415;-4,62;-1,97;-0,05;;;;-4,34;-9,18;84,76;101,23;10,04;6,77;19,43
2017;4;2017-01-22;2017-01-25;2017-01-28;418;-2,45;-0,98;0,29;;;;-3,42;-7,18;84,11;99,7;17,26;13,83;17,22
2017;5;2017-01-29;2017-02-01;2017-02-04;391;-11,46;-8;-4,81;;;;-11,98;-12,8;74,13;100,66;11,49;3,13;23,53
2017;6;2017-02-05;2017-02-08;2017-02-11;394;-12,04;-9,2;-5,7;;;;-13,85;-17,02;70,28;100,77;16,25;31,9;20,48
2017;7;2017-02-12;2017-02-15;2017-02-18;414;-8;-4,74;-1,49;;;;-7,85;-10,97;79,97;100,05;13,87;35,5;21,12
2017;8;2017-02-19;2017-02-22;2017-02-25;384;-1,11;2,39;6,52;;;;-1,18;;78,43;100,66;11,15;31,2;24,71
2017;9;2017-02-26;2017-03-01;2017-03-04;357;-6,92;-3,48;0,91;;;;-9,17;-20,46;66,22;101,02;15,83;14,4;26,97
2017;10;2017-03-05;2017-03-08;2017-03-11;366;-9,94;-5,33;-1,25;;;;-12,27;-16,84;60,59;101,44;15;17,5;27,31
2017;11;2017-03-12;2017-03-15;2017-03-18;394;-11,88;-8,33;-5,3;;;;-14,82;-15,11;62,21;101,3;15,59;20,5;25,73
2017;12;2017-03-19;2017-03-22;2017-03-25;358;-6,61;-2,38;2,18;;;;-8,6;-10,76;65,47;101,74;10,72;9,8;27,83
2017;13;2017-03-26;2017-03-29;2017-04-01;375;-0,48;1,64;3,86;;;;-2,87;;75,06;101,46;10,8;27,37;21,13
2017;14;2017-04-02;2017-04-05;2017-04-08;368;1,42;3,91;6,95;;;;-0,12;;77,97;100,19;14,28;88,6;23,25
2017;15;2017-04-09;2017-04-12;2017-04-15;348;3,6;9,67;16,01;;;;1,6;;62,54;101,46;11,03;7,17;31,85
2017;16;2017-04-16;2017-04-19;2017-04-22;356;5,29;8,16;10,55;;;;4,06;;76,81;101,15;13,5;44,17;25,06
2017;17;2017-04-23;2017-04-26;2017-04-29;320;5,64;11,42;17,11;;;;4,38;;65,44;101,03;15,61;7,3;30,05
2017;18;2017-04-30;2017-05-03;2017-05-06;318;5,56;9,38;13,09;;;;4,52;;74,89;100,46;14,39;76,8;26,13
2017;19;2017-05-07;2017-05-10;2017-05-13;356;5,14;8,76;12,19;;;;3,38;;70,38;100,75;11,48;10;30,05
2017;20;2017-05-14;2017-05-17;2017-05-20;384;11;16,5;21,71;25;29,46;35;7,68;;59,08;100,56;14,36;5,6;29,28
2017;21;2017-05-21;2017-05-24;2017-05-27;322;10,86;15,12;19,09;;;;8,86;;69,96;100,68;11,95;21,75;27,89
2017;22;2017-05-28;2017-05-31;2017-06-03;348;11,53;15,23;19,37;;;;9,98;;73,23;100,68;14,24;20,25;30,48
2017;23;2017-06-04;2017-06-07;2017-06-10;336;11,86;17,32;22,13;;;;10,79;;68,21;100,57;11,26;52,83;32,64
2017;24;2017-06-11;2017-06-14;2017-06-17;316;16,36;21,27;24,98;25,67;30,96;35,67;12,32;;59,4;100,68;13,37;29,93;32,66
2017;25;2017-06-18;2017-06-21;2017-06-24;326;17,78;21,36;25,3;26,62;31,51;35,5;16,36;;74,68;100,04;13,25;26,83;31,26
2017;26;2017-06-25;2017-06-28;2017-07-01;313;15,08;18,06;21,71;;;;14,1;;79,48;100,72;10,1;19,23;27,47
2017;27;2017-07-02;2017-07-05;2017-07-08;282;16,85;21,32;25,39;26;29,67;34;15,14;;70,34;100,72;10,01;32,53;29,16
2017;28;2017-07-09;2017-07-12;2017-07-15;309;16,37;19,79;23,51;;;;15,07;;75,56;100,83;11,44;11,83;29,25
2017;29;2017-07-16;2017-07-19;2017-07-22;286;18,64;22,41;26,62;26;29,99;34,33;17,27;;74,05;100,77;9,63;19,33;28,56
2017;30;2017-07-23;2017-07-26;2017-07-29;317;14,55;18,87;23,18;;;;12,21;;68,11;100,95;9,71;22,73;32,81
2017;31;2017-07-30;2017-08-02;2017-08-05;315;17,19;22,23;27,4;26;29,29;36,5;16,46;;71,57;100,92;9,66;47,43;28,85
2017;32;2017-08-06;2017-08-09;2017-08-12;317;15,83;19,8;23,8;;;;13,67;;69,17;101,03;9,66;9,23;30,1
2017;33;2017-08-13;2017-08-16;2017-08-19;300;16,68;20,53;24,43;26;28,5;32;15,04;;72,61;100,64;10,65;26,93;32,06
2017;34;2017-08-20;2017-08-23;2017-08-26;302;15,26;19,38;23,3;27,5;29,73;35,5;13,85;;71,95;100,88;11,79;12,23;31,87
2017;35;2017-08-27;2017-08-30;2017-09-02;319;10,7;16,29;21,12;;;;8,71;;63,07;101,5;9,4;0,3;28,88
2017;36;2017-09-03;2017-09-06;2017-09-09;326;13,12;15,72;18,8;;;;12,84;;83,95;100,64;9,8;40,57;24,4
2017;37;2017-09-10;2017-09-13;2017-09-16;320;13,47;18,67;24,29;;;;13,61;;74,08;101,29;8,64;0,07;31,05
2017;38;2017-09-17;2017-09-20;2017-09-23;314;16,02;21,01;26,64;;;;15,61;;73,4;101,32;8,21;0;22,97
2017;39;2017-09-24;2017-09-27;2017-09-30;340;14,88;19,19;24,13;27,33;32,49;38,33;12,64;;67,34;101,05;10,47;4,53;29,19
2017;40;2017-10-01;2017-10-04;2017-10-07;340;9,65;14,98;20,2;;;;9,65;;72,56;101,64;9,73;9,47;31,43
2017;41;2017-10-08;2017-10-11;2017-10-14;332;11,16;14,55;18,01;;;;9,82;;75,2;101,47;10,45;36,47;28,87
2017;42;2017-10-15;2017-10-18;2017-10-21;308;7,48;12,64;17,48;;;;6,32;;67,11;101,13;12,41;10,43;32,12
2017;43;2017-10-22;2017-10-25;2017-10-28;336;8,31;12,77;17,41;;;;8,05;;74,55;100,73;10,78;30,37;31,45
2017;44;2017-10-29;2017-11-01;2017-11-04;331;4,54;8,59;12,99;;;;4,92;;78,92;100,76;14,62;58,1;24,85
2017;45;2017-11-05;2017-11-08;2017-11-11;350;-1,96;2,41;6,35;;;;-3,16;-9,85;67,8;101,6;14,19;19,43;29,52
2017;46;2017-11-12;2017-11-15;2017-11-18;344;-2,68;0,49;3,19;;;;-4,24;-6,21;71,37;101,44;10,37;4,7;26,53
2017;47;2017-11-19;2017-11-22;2017-11-25;344;-3,34;0,57;4,15;;;;-3,44;-10,52;75,36;100,25;13,13;21,2;24,6
2017;48;2017-11-26;2017-11-29;2017-12-02;379;-5,09;-0,36;3,75;;;;-4,85;-10,14;72,49;101,29;11,14;6,27;27,3
2017;49;2017-12-03;2017-12-06;2017-12-09;368;-0,61;1,47;3,71;;;;-3,06;;72,69;100,92;15,15;9,13;24,72
2017;50;2017-12-10;2017-12-13;2017-12-16;349;-13,32;-10,46;-7,25;;;;-14,24;-16,27;74,44;100,23;13,71;14,63;18,85
2017;51;2017-12-17;2017-12-20;2017-12-23;416;-13,95;-9,79;-6,51;;;;-12,82;-18,03;79,13;101,17;12,03;23,6;17,05
2017;52;2017-12-24;2017-12-27;2017-12-30;407;-19,04;-16,17;-13,29;;;;-21,29;-22,93;65,91;101,75;13,06;7,93;25,43
2018;1;2017-12-31;2018-01-03;2018-01-06;448;-20,71;-17,76;-13,7;;;;-21,32;-25,64;74,15;101,08;15,12;8,97;15,39
2018;2;2018-01-07;2018-01-10;2018-01-13;459;-12,18;-5,95;-1,24;;;;-8,48;-15,37;82,72;101,25;11,18;56,55;17,54
2018;3;2018-01-14;2018-01-17;2018-01-20;469;-12,6;-9,67;-7,08;;;;-12,61;-16,63;79,55;101,82;11,94;1,27;19,07
2018;4;2018-01-21;2018-01-24;2018-01-27;446;-11,12;-6,83;-1,34;;;;-10,94;-17,5;73,33;101,5;14,56;24,3;23,9
2018;5;2018-01-28;2018-01-31;2018-02-03;470;-13,78;-8,88;-3,33;;;;-13,57;-18,13;69,53;101,44;13,68;5,03;23,31
2018;6;2018-02-04;2018-02-07;2018-02-10;414;-12,14;-8,28;-4,9;;;;-10,84;-13,1;82,43;101,62;11,58;28,13;15,89
2018;7;2018-02-11;2018-02-14;2018-02-17;413;-10,09;-4,05;0,61;;;;-7,79;-11,25;76,04;101,39;11,14;7,23;24,82
2018;8;2018-02-18;2018-02-21;2018-02-24;430;-4,13;-0,49;3,04;;;;-4,22;-7,73;77,36;101,99;10,52;24,33;22,76
2018;9;2018-02-25;2018-02-28;2018-03-03;410;-1,13;1,79;4,65;;;;-2,8;;72,84;101,1;14,49;7,07;27,15
2018;10;2018-03-04;2018-03-07;2018-03-10;359;-2,36;-0,62;1,28;;;;-3,47;-6,85;81,69;100,79;13,05;11,8;19,29
2018;11;2018-03-11;2018-03-14;2018-03-17;367;-3,89;-2,09;0,05;;;;-6,75;-13,54;72,65;100,12;15,48;19,57;20,7
2018;12;2018-03-18;2018-03-21;2018-03-24;351;-8,92;-4,24;-0,09;;;;-12,37;-11,27;54,24;101,1;10,76;0,13;32,8
2018;13;2018-03-25;2018-03-28;2018-03-31;381;-1,2;2,95;6,97;;;;-3,7;;64,99;101,71;11,29;13,57;29,65
2018;14;2018-04-01;2018-04-04;2018-04-07;377;-3,74;0,21;4,11;;;;-7,18;-13,15;60,03;100,5;17,6;28,87;28,65
2018;15;2018-04-08;2018-04-11;2018-04-14;383;-1,99;1,53;5,23;;;;-5,7;;60,99;101,2;10,96;6,47;25,43
2018;16;2018-04-15;2018-04-18;2018-04-21;340;-0,56;2,5;5,39;;;;-3,11;-8,85;69,57;100,89;17,21;15,83;23,84
2018;17;2018-04-22;2018-04-25;2018-04-28;363;5,69;10,68;15,39;;;;2,18;;62,06;101,06;9,29;28,17;30,35
2018;18;2018-04-29;2018-05-02;2018-05-05;349;8,43;12,07;16,49;;;;7,59;;77,01;100,59;12,34;45,02;23,92
2018;19;2018-05-06;2018-05-09;2018-05-12;369;6,88;13,55;18,69;;;;0,88;;44,55;101,19;12,69;0;35,6
2018;20;2018-05-13;2018-05-16;2018-05-19;353;8,02;14,53;20,3;;;;2,41;;47,86;101,19;12,18;6,53;33
2018;21;2018-05-20;2018-05-23;2018-05-26;335;12,8;17,55;22,95;;;;7,93;;57,89;100,8;12,22;20,73;30,69
2018;22;2018-05-27;2018-05-30;2018-06-02;323;15,4;20,48;25,45;26;32,19;37,5;11,9;;61,21;100,83;11,64;1,27;29,84
2018;23;2018-06-03;2018-06-06;2018-06-09;325;11,79;15,69;19,61;;;;8,11;;65,34;100,73;12,93;31,33;30,48
2018;24;2018-06-10;2018-06-13;2018-06-16;322;12,69;18,36;23,4;;;;8,93;;58,22;100,76;11,29;13,53;35,01
2018;25;2018-06-17;2018-06-20;2018-06-23;285;15,06;20,06;24,74;25;31,54;38;11,52;;60,4;100,61;11,04;21,5;35,05
2018;26;2018-06-24;2018-06-27;2018-06-30;307;15,94;20,63;25,67;27,25;33,31;39,75;13,52;;67,13;100,82;10,27;10,63;32,64
2018;27;2018-07-01;2018-07-04;2018-07-07;433;20,44;26,51;32;30,4;36,73;41,45;17,69;;60,91;101,37;10,99;1,07;30,04
2018;28;2018-07-08;2018-07-11;2018-07-14;331;18,1;23,58;28,41;25,5;29,93;35;12,37;;51,37;101,3;11,19;0,07;35,14
2018;29;2018-07-15;2018-07-18;2018-07-21;312;17,94;24,13;29,3;26,17;30,82;35,08;13,59;;54,54;100,92;10,12;28,77;33,25
2018;30;2018-07-22;2018-07-25;2018-07-28;306;20,57;23,76;27,48;28,72;32,39;36,37;19,05;;75,95;100,92;11,9;47,4;26,41
2018;31;2018-07-29;2018-08-01;2018-08-04;332;20,36;23,62;27,38;27,82;31,18;34,55;17,91;;71,79;101,15;10,18;8,47;30,53
2018;32;2018-08-05;2018-08-08;2018-08-11;321;19,65;23,72;28,16;28,17;32,25;36,67;18,13;;72,81;100,73;8,97;21,28;29,09
2018;33;2018-08-12;2018-08-15;2018-08-18;313;18,66;22,65;26,68;27,5;31,85;35,64;17,09;;72,42;100,89;8,39;7,6;27,66
2018;34;2018-08-19;2018-08-22;2018-08-25;306;16,36;21,8;26,64;;;;14,06;;63,47;100,97;11,99;1,77;29
2018;35;2018-08-26;2018-08-29;2018-09-01;303;18,24;22,05;26,59;28,75;33,09;38,08;17,22;;75,02;101,16;10,64;18,43;26,24
2018;36;2018-09-02;2018-09-05;2018-09-08;337;16,43;21,29;25,72;30;34,28;40,75;14,76;;68,33;101,57;9,67;15,7;28,74
2018;37;2018-09-09;2018-09-12;2018-09-15;294;13,07;18,12;23,06;;;;12,74;;73,17;101,86;6,91;23,5;28,1
2018;38;2018-09-16;2018-09-19;2018-09-22;315;13,58;18,02;22,58;26,75;30,03;33,75;12,96;;73,52;101,12;12,01;35,5;26,34
2018;39;2018-09-23;2018-09-26;2018-09-29;359;9,81;13,68;17,76;;;;8,16;;70,85;101,58;12,32;14,17;31,9
2018;40;2018-09-30;2018-10-03;2018-10-06;360;7,27;10,2;13,17;;;;5,84;;76,18;101,57;10,47;12,33;26,45
2018;41;2018-10-07;2018-10-10;2018-10-13;348;6,92;10,44;14,05;;;;6,9;;79,9;100,96;12,04;31,3;22,12
2018;42;2018-10-14;2018-10-17;2018-10-20;349;3,22;7,55;10,98;;;;0,82;;63,52;100,65;16,93;5,27;30,57
2018;43;2018-10-21;2018-10-24;2018-10-27;404;-0,17;2,6;5,67;;;;-3,75;;64,16;101,24;13,1;9,3;27,57
2018;44;2018-10-28;2018-10-31;2018-11-03;332;1,86;3,72;5,32;;;;2,21;;90,16;100,42;11,41;43,6;15,4
2018;45;2018-11-04;2018-11-07;2018-11-10;355;2,39;5,05;7,47;;;;0,57;;74,03;101,23;16,48;30,57;26,05
2018;46;2018-11-11;2018-11-14;2018-11-17;326;-6,39;-3,19;-0,9;;;;-8,06;-9,38;70,31;101,65;11,47;17,4;22,29
2018;47;2018-11-18;2018-11-21;2018-11-24;328;-10,86;-6,34;-2,73;;;;-10,75;-13,47;71,79;101,58;10,71;6,83;23,61
2018;48;2018-11-25;2018-11-28;2018-12-01;318;0,05;0,94;2,19;;;;-1,01;;87,21;100,34;10,64;37,97;15,89
2018;49;2018-12-02;2018-12-05;2018-12-08;388;-7,42;-4,29;-1,1;;;;-7,43;-11,75;79,44;101,06;9,83;25,17;19,86
2018;50;2018-12-09;2018-12-12;2018-12-15;363;-10,64;-6,09;-2,56;;;;-9,47;-12,83;77,74;101,81;9,06;9,13;21,2
2018;51;2018-12-16;2018-12-19;2018-12-22;391;-5,66;-1,7;1,69;;;;-4,75;-10,88;80,4;100,41;12,27;41,57;19,96
2018;52;2018-12-23;2018-12-26;2018-12-29;364;-11,62;-7,18;-3,59;;;;-10,74;-13,76;76,18;101,67;10,26;17,77;26,12
2019;1;2018-12-30;2019-01-02;2019-01-05;404;-8,6;-4,42;-1,29;;;;-7,25;-16,15;81,08;100,64;11;26,55;20,02
2019;2;2019-01-06;2019-01-09;2019-01-12;408;-12,86;-8,15;-5,18;;;;-12,64;-19,51;70,99;101,08;15,94;11,23;21,47
2019;3;2019-01-13;2019-01-16;2019-01-19;408;-17,09;-12,47;-8,22;;;;-16,65;-18,97;71,59;101,84;10,31;4,17;22,31
2019;4;2019-01-20;2019-01-23;2019-01-26;418;-15,36;-11,82;-7,82;;;;-15,79;-20,98;73,35;100,98;14,13;49,23;16,76
2019;5;2019-01-27;2019-01-30;2019-02-02;391;-16,99;-13,06;-8,85;;;;-18,84;-19,91;63,5;101,13;15,18;9,57;22,99
2019;6;2019-02-03;2019-02-06;2019-02-09;388;-10,31;-5,96;-2,08;;;;-9,55;-13,99;77,46;101,21;17,53;17,5;17,98
2019;7;2019-02-10;2019-02-13;2019-02-16;415;-11,12;-7,16;-3,33;;;;-12,35;-14,8;67,42;101,16;14,86;31,03;26,98
2019;8;2019-02-17;2019-02-20;2019-02-23;344;-13,43;-8,35;-4,23;;;;-13,57;-14,74;67,11;101,91;10,06;10,1;27,95
2019;9;2019-02-24;2019-02-27;2019-03-02;371;-13,91;-9,08;-4,86;;;;-15,2;-16,84;62,23;101,25;14,43;15,23;26,74
2019;10;2019-03-03;2019-03-06;2019-03-09;376;-12,16;-8,04;-4,64;;;;-14,29;-13,1;62,73;101,29;12,58;0,8;26,96
2019;11;2019-03-10;2019-03-13;2019-03-16;360;-3,29;0,55;3,95;;;;-3,97;-8,62;72,89;100,88;16,69;22,27;21,9
2019;12;2019-03-17;2019-03-20;2019-03-23;362;-4,89;-1,17;2,22;;;;-8,34;-9,7;60,52;101,12;12,75;26,3;29,69
2019;13;2019-03-24;2019-03-27;2019-03-30;341;-3,45;0,28;3,55;;;;-7,27;-8,31;59,82;101,44;12,9;8,63;29,99
2019;14;2019-03-31;2019-04-03;2019-04-06;336;-2,55;1,45;4,94;;;;-6,23;;60,06;101,35;15,38;10,3;29,58
2019;15;2019-04-07;2019-04-10;2019-04-13;367;-0,1;3,74;7,56;;;;-1,61;-6,71;70,98;100,97;12,1;23,83;27,35
