YEAR;WEEK;START_DATE;MID_DATE;END_DATE;N_DEATH;T_MIN_WMEAN;T_MEAN_WMEAN;T_MAX_WMEAN;HMDX_MIN_WMEAN;HMDX_MEAN_WMEAN;HMDX_MAX_WMEAN;TDEW_MEAN_WMEAN;WDCHL_MEAN_WMEAN;RELH_MEAN_WMEAN;PRES_MEAN_WMEAN;WDSPD_MEAN_WMEAN;PRCIP_SUM_WSUM;VISB_MEAN_WMEAN
2019;16;2019-04-14;2019-04-17;2019-04-20;356;3,11;6,47;10,11;;;;0,81;;71,1;100,38;15,99;51,3;27,5
2019;17;2019-04-21;2019-04-24;2019-04-27;344;5;8,75;12,61;;;;3,96;;74,53;100,43;13,43;40,7;27,15
2019;18;2019-04-28;2019-05-01;2019-05-04;378;4,04;7,15;10,73;;;;-1,47;;59,24;101,62;11,1;11,07;28,45
2019;19;2019-05-05;2019-05-08;2019-05-11;370;6,2;11,89;17,11;;;;2,47;;56,27;101,22;12,63;39,4;33,54
2019;20;2019-05-12;2019-05-15;2019-05-18;352;7,29;10,89;14,2;;;;3,86;;64,59;100,64;10,29;13,37;30,92
2019;21;2019-05-19;2019-05-22;2019-05-25;337;10,12;14,36;18,98;;;;8,43;;69,97;100,8;12,25;27,07;31,56
2019;22;2019-05-26;2019-05-29;2019-06-01;339;9,89;14,07;17,79;;;;7,2;;65,38;100,39;10,35;2,45;35,53
2019;23;2019-06-02;2019-06-05;2019-06-08;330;9,9;14,97;19,53;;;;6,59;;61,2;100,56;10,38;8,05;34,1
2019;24;2019-06-09;2019-06-12;2019-06-15;299;13,34;18,29;22,65;;;;9,62;;61,79;100,81;12,62;40,65;36,73
2019;25;2019-06-16;2019-06-19;2019-06-22;310;14,33;19,25;23,82;;;;10,72;;61,08;100,41;10,78;9,75;33,61
2019;26;2019-06-23;2019-06-26;2019-06-29;334;16,88;21,82;27,23;;;;13,4;;62,09;100,78;10,5;24,45;36,26
2019;27;2019-06-30;2019-07-03;2019-07-06;361;19,05;23,96;28,61;25,94;31,35;36;16,43;;65,51;100,64;9,65;9,8;27,8
2019;28;2019-07-07;2019-07-10;2019-07-13;303;17,4;22,38;27,56;;;;13,98;;62,13;100,7;10,23;35,2;30,37
2019;29;2019-07-14;2019-07-17;2019-07-20;331;18,89;23,89;28,38;28,11;34,36;40,03;17,02;;66,76;100,59;11,66;3,2;31,59
2019;30;2019-07-21;2019-07-24;2019-07-27;308;17,31;22,55;27,45;25,83;31,44;35,75;14,14;;60,98;100,98;9,41;0,1;30,15
2019;31;2019-07-28;2019-07-31;2019-08-03;292;19,98;24,38;28,93;29,08;32,85;36,67;15,71;;60,47;100,94;11,21;0,75;33,17
2019;32;2019-08-04;2019-08-07;2019-08-10;294;16,5;20,9;25,4;28,33;29,76;32,33;14,01;;67,11;100,28;10,32;17,55;31,71
2019;33;2019-08-11;2019-08-14;2019-08-17;306;15,65;20,72;25,49;;;;13,33;;64,82;100,75;9,77;14,95;32,4
2019;34;2019-08-18;2019-08-21;2019-08-24;307;16,99;21,35;25,59;26,33;30,47;34;14,51;;67,14;100,89;10,02;3,3;35,48
2019;35;2019-08-25;2019-08-28;2019-08-31;299;14,99;19,46;23,64;;;;12,67;;67,19;101,16;9,92;24,7;34,46
2019;36;2019-09-01;2019-09-04;2019-09-07;330;12,68;16,9;21,11;;;;11,54;;72,56;101,01;10,1;66,3;33,2
2019;37;2019-09-08;2019-09-11;2019-09-14;297;10,67;15,44;20,39;;;;9,8;;71;101,64;11,03;13,15;30,67
2019;38;2019-09-15;2019-09-18;2019-09-21;320;10,61;15,9;20,92;;;;9,44;;67,19;101,65;8,36;0,3;36,2
2019;39;2019-09-22;2019-09-25;2019-09-28;345;13,51;17,38;20,63;;;;13,51;;78,96;100,46;10,59;20,4;27,98
2019;40;2019-09-29;2019-10-02;2019-10-05;338;5,18;9,31;13,17;;;;4,34;;72,69;101,65;9,87;60,55;26,76
2019;41;2019-10-06;2019-10-09;2019-10-12;311;7,51;12,06;16,99;;;;6,68;;71,57;101,75;11,16;10,5;30,7
2019;42;2019-10-13;2019-10-16;2019-10-19;342;5,59;9;12,45;;;;3,85;;71,59;100,5;12,96;73,75;29,8
2019;43;2019-10-20;2019-10-23;2019-10-26;372;5,2;9,2;13,12;;;;4,33;;73,22;101,28;9,01;24,95;30,51
2019;44;2019-10-27;2019-10-30;2019-11-02;336;5,63;8,9;12,25;;;;5,64;;80,99;100,98;12,2;104,15;24,75
2019;45;2019-11-03;2019-11-06;2019-11-09;339;-0,2;2,55;4,67;;;;-2,2;-6,06;72,06;101,41;13,09;16,75;26,08
2019;46;2019-11-10;2019-11-13;2019-11-16;370;-8,59;-4,72;-1,37;;;;-9,71;-13,51;69,01;101,61;14,85;15,45;23,36
2019;47;2019-11-17;2019-11-20;2019-11-23;373;-5,43;-1,81;1,37;;;;-5,48;-10,7;76,88;100,94;10,32;8,95;24,38
2019;48;2019-11-24;2019-11-27;2019-11-30;366;-3,17;-0,23;2,16;;;;-3,67;-9,84;78,11;100,72;10,39;16,5;24,41
2019;49;2019-12-01;2019-12-04;2019-12-07;387;-7,47;-4,79;-2,28;;;;-8,86;-11,51;74,15;100,52;11,86;5,75;23,25
2019;50;2019-12-08;2019-12-11;2019-12-14;374;-5,76;-1,25;2,29;;;;-5,49;-11,73;74,09;101,12;13,96;26,6;25,65
2019;51;2019-12-15;2019-12-18;2019-12-21;351;-13,16;-9,02;-6,06;;;;-12,83;-15,06;74,31;101,44;13,7;5;24,96
2019;52;2019-12-22;2019-12-25;2019-12-28;390;-5,19;-1,65;1,52;;;;-5,54;-10,97;75,52;101,51;12,19;6,85;27,33
2020;1;2019-12-29;2020-01-01;2020-01-04;385;-0,34;1,29;2,76;;;;-1,61;;81,27;99,9;10,68;2,6;22,78
2020;2;2020-01-05;2020-01-08;2020-01-11;415;-9,68;-5,07;-1,55;;;;-8,38;-11,55;78,1;101,18;11,08;46;22,06
2020;3;2020-01-12;2020-01-15;2020-01-18;390;-11,95;-8,74;-6,09;;;;-11,78;-15;79,13;101,99;10,97;28,85;19,87
2020;4;2020-01-19;2020-01-22;2020-01-25;420;-9,84;-6,24;-2,67;;;;-10,27;-18,59;73,69;101,76;12,71;12,15;26,24
2020;5;2020-01-26;2020-01-29;2020-02-01;375;-7,5;-4,42;-1,82;;;;-7,76;-10,43;78,33;100,94;7,73;11,6;23,77
2020;6;2020-02-02;2020-02-05;2020-02-08;405;-9,03;-5,85;-2,79;;;;-9,55;-13,69;76,16;100,23;12,31;25,65;19,4
2020;7;2020-02-09;2020-02-12;2020-02-15;390;-14,88;-8,76;-4,15;;;;-12,83;-14,6;73,38;101,48;9,57;11,6;23
2020;8;2020-02-16;2020-02-19;2020-02-22;370;-11,41;-5,79;-0,17;;;;-11,76;-15,24;63,76;101,66;15,63;8,5;28,6
2020;9;2020-02-23;2020-02-26;2020-02-29;410;-4,93;-1,78;1,04;;;;-6,81;-15,82;69,71;100,39;14,56;19,5;22,6
2020;10;2020-03-01;2020-03-04;2020-03-07;395;-5,04;-1,54;1,45;;;;-6,26;-12,04;72,02;100,73;13,65;26,15;25,31
2020;11;2020-03-08;2020-03-11;2020-03-14;365;-2,03;1,64;5,38;;;;-4,57;-7,36;65,33;101,26;15,62;23,7;28,75
2020;12;2020-03-15;2020-03-18;2020-03-21;360;-4,27;-0,24;3,93;;;;-7,48;-9,46;60,03;101,98;13,63;20,8;30,1
2020;13;2020-03-22;2020-03-25;2020-03-28;420;-2,37;1,82;5,98;;;;-4,85;-8,76;64,27;101,65;10,11;8,3;31,57
2020;14;2020-03-29;2020-04-01;2020-04-04;520;2,17;4,97;7,68;;;;0,57;;75,02;100,88;15,34;71,15;24,61
2020;15;2020-04-05;2020-04-08;2020-04-11;735;0,91;5,17;9,01;;;;-2,84;;60,01;99,94;14,33;12,3;30,05
2020;16;2020-04-12;2020-04-15;2020-04-18;805;0,4;4,84;8,5;;;;-3,36;;58,08;100,63;18,84;27,12;31,75
2020;17;2020-04-19;2020-04-22;2020-04-25;975;-1,66;3,4;8,21;;;;-9,03;;44,31;100,28;16,65;3;33,58
2020;18;2020-04-26;2020-04-29;2020-05-02;980;5,31;10,25;14,7;;;;-0,93;;49,34;101,08;19,34;8,73;32,41
2020;19;2020-05-03;2020-05-06;2020-05-09;820;3,84;7,75;11,88;;;;-2,37;;50,84;100,22;14,98;2,27;34,45
2020;20;2020-05-10;2020-05-13;2020-05-16;695;4,33;8,96;13,18;;;;-2,3;;49,67;100,99;15,14;19,03;33,39
2020;21;2020-05-17;2020-05-20;2020-05-23;615;10,6;16,87;22,18;;;;0,34;;34,79;101,81;15,75;0,07;40,09
2020;22;2020-05-24;2020-05-27;2020-05-30;585;16,29;22,55;28;26,61;31,85;36,28;13,65;;59,22;100,97;13,62;6;29,88
2020;23;2020-05-31;2020-06-03;2020-06-06;400;10,01;14,99;19,9;;;;8,38;;67,64;100,56;10,99;9,2;35,48
2020;24;2020-06-07;2020-06-10;2020-06-13;320;12,08;17,25;21,62;;;;7,4;;54,24;100,99;13,76;0,47;37,71
2020;25;2020-06-14;2020-06-17;2020-06-20;350;15,54;22,51;28,54;25,25;31,33;36,25;9,82;;47,04;101,74;9,12;0,07;39,56
2020;26;2020-06-21;2020-06-24;2020-06-27;350;19,13;23,57;28,35;27,03;32,89;38,78;15,33;;61,62;100,27;11,26;20,43;36,05
2020;27;2020-06-28;2020-07-01;2020-07-04;260;18,45;22,95;27,7;27;31,77;36,75;15,74;;66,95;100,58;10,82;3,73;26,24
2020;28;2020-07-05;2020-07-08;2020-07-11;300;19,98;25,6;30,76;30,29;35,01;39,88;17,33;;62,86;100,66;9,11;22,5;31,01
2020;29;2020-07-12;2020-07-15;2020-07-18;300;19,15;23,19;27,51;26,17;31,15;35,58;16,87;;68,81;100,84;12,47;20,47;32,41
2020;30;2020-07-19;2020-07-22;2020-07-25;285;19,06;23,62;27,94;28,12;33,58;38,38;16,06;;64,33;100,85;10,5;8,87;31,2
2020;31;2020-07-26;2020-07-29;2020-08-01;280;20,09;23,96;28,18;30;33,9;38,42;18,37;;72,65;100,34;10,36;38,33;34,72
2020;32;2020-08-02;2020-08-05;2020-08-08;280;17,74;21,47;25,24;26;29,69;33,5;16,29;;74,11;100,93;11,22;95,87;31,83
2020;33;2020-08-09;2020-08-12;2020-08-15;300;19,49;23,7;28,49;27,32;30,73;35,4;17,14;;68,55;101,08;9,71;4,07;29,57
2020;34;2020-08-16;2020-08-19;2020-08-22;280;15,79;19,82;23,95;;;;14,23;;71,7;100,71;9,33;18,7;32,8
2020;35;2020-08-23;2020-08-26;2020-08-29;310;13,89;18,08;21,92;;;;13,27;;75,03;100,36;9,88;63,9;29,67
2020;36;2020-08-30;2020-09-02;2020-09-05;310;13,99;18,07;22;;;;12,33;;70,64;100,6;12,52;8,28;34,63
2020;37;2020-09-06;2020-09-09;2020-09-12;300;11,49;15,54;19,51;;;;10,84;;75,18;101,68;10,47;12,87;29,87
2020;38;2020-09-13;2020-09-16;2020-09-19;325;7,91;12,86;16,8;;;;5,67;;63,4;101,48;11,31;20,63;34,76
2020;39;2020-09-20;2020-09-23;2020-09-26;320;7,54;13,1;18,9;;;;6,64;;66,82;101,52;7,27;0,93;29,36
2020;40;2020-09-27;2020-09-30;2020-10-03;365;12,38;15,35;18,76;;;;11,92;;80,98;100,46;10,07;41,78;28,84
2020;41;2020-10-04;2020-10-07;2020-10-10;350;7,1;11,68;15,64;;;;5,97;;69,32;100,73;12,69;12,87;31,56
2020;42;2020-10-11;2020-10-14;2020-10-17;375;5,88;9,81;13,81;;;;4,41;;71,66;101,22;11,12;35,53;29,41
2020;43;2020-10-18;2020-10-21;2020-10-24;310;6,6;10,97;15,61;;;;6,46;;75,3;101,57;11,8;36,7;26,36
2020;44;2020-10-25;2020-10-28;2020-10-31;340;-0,9;2,52;5,35;;;;-3,49;;66,53;101,57;10,39;10,67;28,91
2020;45;2020-11-01;2020-11-04;2020-11-07;375;2,48;6,77;11,4;;;;0,54;;65,76;100,97;14,49;4,03;27,61
2020;46;2020-11-08;2020-11-11;2020-11-14;335;5,61;10,17;14,65;;;;4,57;;69,37;101,26;10,13;0,13;30,24
2020;47;2020-11-15;2020-11-18;2020-11-21;330;-2,79;2,21;6,3;;;;-4,47;-9,5;62,25;101,26;15,13;8,43;27,4
2020;48;2020-11-22;2020-11-25;2020-11-28;370;-1,56;0,6;3,14;;;;-2,13;;82,96;101,42;10,66;42,7;19,22
2020;49;2020-11-29;2020-12-02;2020-12-05;360;0,79;3,56;5,91;;;;0,51;;80,91;100,34;13,06;28,03;24,38
2020;50;2020-12-06;2020-12-09;2020-12-12;360;-3,18;-1,39;0,41;;;;-4,87;-8,39;77,61;100,65;11,53;5,83;24,13
2020;51;2020-12-13;2020-12-16;2020-12-19;355;-11,17;-7,67;-3,82;;;;-13,05;-14,4;66,25;101,78;12,37;1,83;28,06
2020;52;2020-12-20;2020-12-23;2020-12-26;385;-3,89;0,29;4,05;;;;-2,49;-7,97;82,02;100,39;12,9;43,2;19,58
2020;53;2020-12-27;2020-12-30;2021-01-02;405;-6,79;-3,3;0,67;;;;-8,24;-11,39;69,2;101,44;15,37;14,78;27,01
2021;1;2021-01-03;2021-01-06;2021-01-09;470;-6,44;-4,11;-1,51;;;;-7,76;-8,18;76,68;101,34;9,76;0,2;24,36
2021;2;2021-01-10;2021-01-13;2021-01-16;445;-3,37;-1,36;0,42;;;;-3,6;-8,7;85,14;100,9;9,06;23,4;17,97
2021;3;2021-01-17;2021-01-20;2021-01-23;430;-11,87;-7,74;-4,71;;;;-10,64;-13,56;80,06;100,17;12,28;11,67;20,36
2021;4;2021-01-24;2021-01-27;2021-01-30;385;-14,15;-10,5;-7,62;;;;-14,63;-16,4;72,14;101,52;12,9;5,63;26,53
2021;5;2021-01-31;2021-02-03;2021-02-06;445;-9,94;-6,3;-2,97;;;;-10,32;-13,93;74,04;100,68;14,51;17,6;25,02
2021;6;2021-02-07;2021-02-10;2021-02-13;380;-15,07;-11,51;-8,34;;;;-17,39;-16,13;63,08;101,99;9,15;1,63;29,09
2021;7;2021-02-14;2021-02-17;2021-02-20;410;-12,32;-8,55;-5,5;;;;-12,34;-13,08;74,81;101,69;10,27;15,63;22,44
2021;8;2021-02-21;2021-02-24;2021-02-27;350;-7,36;-3,19;0,33;;;;-7,01;-9,19;75,85;101,03;11,4;27,73;24,79
2021;9;2021-02-28;2021-03-03;2021-03-06;350;-10,9;-6;-2,24;;;;-12,84;-14,95;59,89;100,71;17,42;8,6;28,9
2021;10;2021-03-07;2021-03-10;2021-03-13;345;-5,42;-0,69;3,59;;;;-7,56;-10,85;60,66;101,65;12,84;2,57;32,02
2021;11;2021-03-14;2021-03-17;2021-03-20;345;-8,52;-2,72;1,85;;;;-11,47;-13,26;52,57;101,81;13,69;0,63;33,85
2021;12;2021-03-21;2021-03-24;2021-03-27;345;2,51;8,22;14,38;;;;0,23;;61,99;101,37;9,68;28,1;31,47
2021;13;2021-03-28;2021-03-31;2021-04-03;325;-1,55;3,64;8,55;;;;-4,56;;58,19;100,96;16,6;16,1;30,8
2021;14;2021-04-04;2021-04-07;2021-04-10;350;5,51;11,74;17,71;;;;1,78;;52,92;101,12;10,49;0,27;35,12
2021;15;2021-04-11;2021-04-14;2021-04-17;300;5,91;9,65;13,85;;;;2,7;;64,53;100,53;14,25;32,9;30,46
2021;16;2021-04-18;2021-04-21;2021-04-24;325;3,1;7,39;12,03;;;;-1,34;;56,57;100,25;14,59;6,83;30,05
2021;17;2021-04-25;2021-04-28;2021-05-01;315;4,06;9,16;14,15;;;;0,81;;60,03;100,26;12,32;35,07;29,32
2021;18;2021-05-02;2021-05-05;2021-05-08;330;6,64;10,34;13,72;;;;1,21;;56,02;100,44;11,77;1,03;33,84
2021;19;2021-05-09;2021-05-12;2021-05-15;335;7,78;13,33;18,58;;;;2,43;;51,66;101,11;12,21;0,77;36,2
2021;20;2021-05-16;2021-05-19;2021-05-22;330;14,85;21,03;27,19;;;;9,34;;49,79;101,81;8,8;2,43;36,69
2021;21;2021-05-23;2021-05-26;2021-05-29;305;9,82;15,74;20,96;;;;4,66;;50,49;101,17;14,33;2,27;34,47
2021;22;2021-05-30;2021-06-02;2021-06-05;300;13,79;18,21;23,48;;;;10,56;;64;101,09;11,79;18,87;31,1
2021;23;2021-06-06;2021-06-09;2021-06-12;275;18,15;23,2;27,82;28,38;33,32;38,12;11,65;;50,96;100,88;12,3;0,07;35,19
2021;24;2021-06-13;2021-06-16;2021-06-19;280;14,92;19,59;24,48;;;;10,33;;58,93;100,28;12,19;16,43;35,92
2021;25;2021-06-20;2021-06-23;2021-06-26;295;14,94;20,36;25,5;;;;12,25;;61,74;100,78;11,81;24,73;33,4
2021;26;2021-06-27;2021-06-30;2021-07-03;320;19,14;22,49;25,56;30,83;34,52;38,92;17,09;;72,44;100,79;13,04;29,53;30,37
2021;27;2021-07-04;2021-07-07;2021-07-10;295;15,07;19,51;23,44;25;29,96;36;13,32;;69,31;100,81;9,64;19,07;31,03
2021;28;2021-07-11;2021-07-14;2021-07-17;295;19,16;22,97;26,68;26,5;30,18;34,19;17,39;;72,07;101,23;10,67;8,7;31,46
2021;29;2021-07-18;2021-07-21;2021-07-24;295;16,73;21,38;25,76;26;27,71;31;15,25;;69,98;101;8,44;13,3;30,78
2021;30;2021-07-25;2021-07-28;2021-07-31;300;15,73;19,49;23,09;;;;13,64;;70,62;100,6;11,22;16,57;29,61
2021;31;2021-08-01;2021-08-04;2021-08-07;310;16,75;21,52;25,96;25;29,45;33,5;14,48;;66,02;101,05;9,73;0,53;30,42
2021;32;2021-08-08;2021-08-11;2021-08-14;300;20,98;25,23;29,55;29,75;34,34;39,03;19,15;;70,42;100,95;11,23;13,17;31,88
2021;33;2021-08-15;2021-08-18;2021-08-21;315;18,48;23,19;27,8;29,4;33,95;38,25;17,3;;71,81;101,26;6,91;1,07;26,24
2021;34;2021-08-22;2021-08-25;2021-08-28;270;21,1;24,8;28,95;28,8;33,96;38,55;16,99;;63,53;101,09;10,85;0,33;30,2
2021;35;2021-08-29;2021-09-01;2021-09-04;295;15,41;19,53;23,76;26,75;29,98;34,25;12,76;;67,35;100,65;10,83;10,8;32,58
2021;36;2021-09-05;2021-09-08;2021-09-11;345;15,04;17,91;21,5;;;;13,6;;77,04;100,34;10,21;24,83;29,9
2021;37;2021-09-12;2021-09-15;2021-09-18;340;13,1;18,65;22,89;;;;12,3;;68,47;101,16;10,26;10,6;30,41
2021;38;2021-09-19;2021-09-22;2021-09-25;315;14,31;18,84;23,41;27;29,79;33,75;12,65;;68,77;101,31;11,01;36,4;33,88
2021;39;2021-09-26;2021-09-29;2021-10-02;305;9,82;12,71;15,6;;;;8,25;;75,73;100,9;9,05;14,77;27,01
2021;40;2021-10-03;2021-10-06;2021-10-09;335;9,23;14,1;19,21;;;;10,03;;77,92;101,69;8,71;1,2;26,9
2021;41;2021-10-10;2021-10-13;2021-10-16;360;14,19;17,21;20,42;;;;14,47;;84,66;100,85;6,97;17,7;25,14
2021;42;2021-10-17;2021-10-20;2021-10-23;315;6,44;9,4;12,66;;;;5,4;;76,9;100,47;10,14;21,9;28
2021;43;2021-10-24;2021-10-27;2021-10-30;360;4,44;7,68;11,11;;;;2,84;;72,46;100,93;14,74;10,77;26,87
2021;44;2021-10-31;2021-11-03;2021-11-06;370;1,85;5,23;8,59;;;;0,41;;72,87;101,29;10,94;43,68;31,08
2021;45;2021-11-07;2021-11-10;2021-11-13;375;3,77;7,72;11,47;;;;1,98;;68,81;101,12;9,16;22;28,63
2021;46;2021-11-14;2021-11-17;2021-11-20;370;-0,49;2,31;4,48;;;;-1,63;;76,18;101;11,67;19,37;26,53
2021;47;2021-11-21;2021-11-24;2021-11-27;325;-2,77;0,07;2,69;;;;-4,03;-8,5;75,14;100,75;11,83;21,42;25,9
2021;48;2021-11-28;2021-12-01;2021-12-04;365;-6,21;-3;-0,31;;;;-7,94;-7,84;70;100,6;11,45;6;28,87
2021;49;2021-12-05;2021-12-08;2021-12-11;355;-7,61;-3,76;0,24;;;;-7,41;-11,26;77,01;100,97;13,78;54,73;23,62
2021;50;2021-12-12;2021-12-15;2021-12-18;350;-1,6;2,25;6,83;;;;-3,87;-9,39;65,43;101,29;16,97;13;28,99
2021;51;2021-12-19;2021-12-22;2021-12-25;375;-11,35;-7,21;-2,95;;;;-11,62;-13,2;71,54;100,93;12,53;3,8;26,16
2021;52;2021-12-26;2021-12-29;2022-01-01;395;-6,57;-4,28;-1,79;;;;-7,53;-7,77;78,48;100,82;8,68;2,87;20,03
2022;1;2022-01-02;2022-01-05;2022-01-08;415;-13,65;-8,75;-4,59;;;;-12,52;-14,49;74,55;101,18;10,65;6,6;23,13
2022;2;2022-01-09;2022-01-12;2022-01-15;500;-18,36;-13,28;-9,01;;;;-18,26;-21,57;67,39;101,53;13,12;7,97;23,24
2022;3;2022-01-16;2022-01-19;2022-01-22;490;-21,48;-15,95;-10,17;;;;-19,94;-21,94;72,11;101,35;11,91;14,57;24,31
2022;4;2022-01-23;2022-01-26;2022-01-29;480;-20,76;-15,24;-9,98;;;;-19,9;-20,56;68,74;101,33;9,43;3,83;25,92
2022;5;2022-01-30;2022-02-02;2022-02-05;460;-13,61;-9,32;-5,2;;;;-13,87;-18,86;70,44;101,87;12,86;14,43;26,56
2022;6;2022-02-06;2022-02-09;2022-02-12;400;-8,66;-3,54;0,6;;;;-7,43;-12,91;75,15;100,95;12,16;5,57;25,29
2022;7;2022-02-13;2022-02-16;2022-02-19;350;-14,55;-9,14;-4,35;;;;-13,93;-19,16;69,31;101,34;14,65;49,77;23,35
2022;8;2022-02-20;2022-02-23;2022-02-26;355;-13,7;-8,18;-3,03;;;;-13,04;-16,58;69,22;101,79;15,41;20,57;25,5
2022;9;2022-02-27;2022-03-02;2022-03-05;310;-14,39;-9,06;-5,09;;;;-14,54;-14,58;66,01;101,53;12,81;9;26,55
2022;10;2022-03-06;2022-03-09;2022-03-12;340;-3,62;-0,35;3,05;;;;-4,79;-8,47;73,49;100,52;13,03;21,33;22,3
2022;11;2022-03-13;2022-03-16;2022-03-19;345;-2,12;2,05;5,72;;;;-2,63;-13,22;72,68;101,09;12,52;20,9;24,96
2022;12;2022-03-20;2022-03-23;2022-03-26;330;-0,23;2,8;5,89;;;;-1,91;;73,09;100,52;13,35;40,87;28,71
2022;13;2022-03-27;2022-03-30;2022-04-02;310;-5,09;-0,82;3,05;;;;-7,4;-13,29;62,94;100,36;14,96;3,33;28,11
2022;14;2022-04-03;2022-04-06;2022-04-09;345;0,98;5,08;8,92;;;;-1,24;;67,97;100,48;10,75;51,6;27,48
2022;15;2022-04-10;2022-04-13;2022-04-16;330;4,01;7,82;11,64;;;;1,14;;66,31;100,58;13,71;28,17;29,5
2022;16;2022-04-17;2022-04-20;2022-04-23;330;1,04;5,32;9,15;;;;-2,44;;60,31;101,57;14,88;34,3;30,37
2022;17;2022-04-24;2022-04-27;2022-04-30;310;4;8,8;13,5;;;;-2,65;;48,63;101,23;15,46;14,3;30,96
2022;18;2022-05-01;2022-05-04;2022-05-07;315;6,87;11,71;16,36;;;;1,27;;52,53;101,23;11,84;6,3;34,05
2022;19;2022-05-08;2022-05-11;2022-05-14;385;11,57;19,52;26,41;;;;3,55;;37,84;101,79;9,24;0,2;33,78
2022;20;2022-05-15;2022-05-18;2022-05-21;340;12,05;16,48;21,2;;;;10,93;;71,76;100,15;12,6;36,67;28,03
